Exame,Teste,Treino,InstanciaExame,ImageCheckSum,ImagePathName,ImageShapeR,ImageShapeC,ImageShapeChannels,ObjectsCategory,ObjectsBoundingBoxMinimumR,ObjectsBoundingBoxMinimumC,ObjectsBoundingBoxMaximumR,ObjectsBoundingBoxMaximumC
20,True,False,12,3fcb76d9b0b898b78c68b74079ee4205,/images/8874ea02-d263-4830-99d1-e1b14230a56b.jpg,1383,1944,3,0,370,169,500,318
20,True,False,13,3fcb76d9b0b898b78c68b74079ee4205,/images/8874ea02-d263-4830-99d1-e1b14230a56b.jpg,1383,1944,3,0,679,1639,815,1773
20,True,False,15,3fcb76d9b0b898b78c68b74079ee4205,/images/8874ea02-d263-4830-99d1-e1b14230a56b.jpg,1383,1944,3,0,52,382,194,528
21,False,True,50,864f8a5ac3578cd53bc486f6f5b33540,/images/edcb4d77-a4d3-465d-9b59-eb3087766b1c.png,1200,1600,3,1,32,1185,201,1331
21,False,True,48,864f8a5ac3578cd53bc486f6f5b33540,/images/edcb4d77-a4d3-465d-9b59-eb3087766b1c.png,1200,1600,3,1,676,1121,815,1239
21,False,True,46,864f8a5ac3578cd53bc486f6f5b33540,/images/edcb4d77-a4d3-465d-9b59-eb3087766b1c.png,1200,1600,3,1,727,832,826,984
21,False,True,45,864f8a5ac3578cd53bc486f6f5b33540,/images/edcb4d77-a4d3-465d-9b59-eb3087766b1c.png,1200,1600,3,1,975,1245,1110,1346
21,False,True,44,864f8a5ac3578cd53bc486f6f5b33540,/images/edcb4d77-a4d3-465d-9b59-eb3087766b1c.png,1200,1600,3,1,1007,406,1132,599
21,False,True,43,864f8a5ac3578cd53bc486f6f5b33540,/images/edcb4d77-a4d3-465d-9b59-eb3087766b1c.png,1200,1600,3,1,725,336,879,441
21,False,True,42,864f8a5ac3578cd53bc486f6f5b33540,/images/edcb4d77-a4d3-465d-9b59-eb3087766b1c.png,1200,1600,3,1,338,238,408,394
21,False,True,47,864f8a5ac3578cd53bc486f6f5b33540,/images/edcb4d77-a4d3-465d-9b59-eb3087766b1c.png,1200,1600,3,1,824,1219,931,1318
21,False,True,7,864f8a5ac3578cd53bc486f6f5b33540,/images/edcb4d77-a4d3-465d-9b59-eb3087766b1c.png,1200,1600,3,1,320,1451,424,1549
21,False,True,88,864f8a5ac3578cd53bc486f6f5b33540,/images/edcb4d77-a4d3-465d-9b59-eb3087766b1c.png,1200,1600,3,1,400,225,485,349
21,False,True,33,864f8a5ac3578cd53bc486f6f5b33540,/images/edcb4d77-a4d3-465d-9b59-eb3087766b1c.png,1200,1600,3,1,158,201,296,339
21,True,False,23,5961c84fea6526bdbb81d39abb9f63e8,/images/31c62771-4e90-4038-9abc-d196beda9898.jpg,1383,1944,3,1,290,825,440,952
21,True,False,24,5961c84fea6526bdbb81d39abb9f63e8,/images/31c62771-4e90-4038-9abc-d196beda9898.jpg,1383,1944,3,1,459,539,541,707
21,True,False,2,5961c84fea6526bdbb81d39abb9f63e8,/images/31c62771-4e90-4038-9abc-d196beda9898.jpg,1383,1944,3,0,849,1773,977,1908
21,False,True,56,864f8a5ac3578cd53bc486f6f5b33540,/images/edcb4d77-a4d3-465d-9b59-eb3087766b1c.png,1200,1600,3,0,342,772,439,883
21,False,True,55,864f8a5ac3578cd53bc486f6f5b33540,/images/edcb4d77-a4d3-465d-9b59-eb3087766b1c.png,1200,1600,3,0,291,682,394,787
21,False,True,54,864f8a5ac3578cd53bc486f6f5b33540,/images/edcb4d77-a4d3-465d-9b59-eb3087766b1c.png,1200,1600,3,0,302,988,408,1085
21,False,True,53,864f8a5ac3578cd53bc486f6f5b33540,/images/edcb4d77-a4d3-465d-9b59-eb3087766b1c.png,1200,1600,3,0,238,1236,359,1328
21,False,True,52,864f8a5ac3578cd53bc486f6f5b33540,/images/edcb4d77-a4d3-465d-9b59-eb3087766b1c.png,1200,1600,3,0,192,978,300,1078
21,False,True,51,864f8a5ac3578cd53bc486f6f5b33540,/images/edcb4d77-a4d3-465d-9b59-eb3087766b1c.png,1200,1600,3,0,103,901,214,990
21,False,True,49,864f8a5ac3578cd53bc486f6f5b33540,/images/edcb4d77-a4d3-465d-9b59-eb3087766b1c.png,1200,1600,3,0,13,973,115,1078
21,False,True,57,864f8a5ac3578cd53bc486f6f5b33540,/images/edcb4d77-a4d3-465d-9b59-eb3087766b1c.png,1200,1600,3,0,387,575,486,678
21,False,True,41,864f8a5ac3578cd53bc486f6f5b33540,/images/edcb4d77-a4d3-465d-9b59-eb3087766b1c.png,1200,1600,3,0,796,1059,904,1158
21,False,True,40,864f8a5ac3578cd53bc486f6f5b33540,/images/edcb4d77-a4d3-465d-9b59-eb3087766b1c.png,1200,1600,3,0,450,409,578,536
21,False,True,39,864f8a5ac3578cd53bc486f6f5b33540,/images/edcb4d77-a4d3-465d-9b59-eb3087766b1c.png,1200,1600,3,0,266,360,355,455
21,False,True,58,864f8a5ac3578cd53bc486f6f5b33540,/images/edcb4d77-a4d3-465d-9b59-eb3087766b1c.png,1200,1600,3,0,351,715,458,821
22,True,False,47,da92e23900d9f07120616cc9c7bebf8c,/images/c8d1b7ec-be9f-4c88-a39b-2c6bf46b2998.jpg,1383,1944,3,1,587,536,732,697
22,False,True,34,1865c61fd7881de8ad6c165cffaa2f34,/images/4411fea2-d785-4eeb-80c6-c739ab6114c4.png,1200,1600,3,1,729,231,860,388
22,True,False,15,da92e23900d9f07120616cc9c7bebf8c,/images/c8d1b7ec-be9f-4c88-a39b-2c6bf46b2998.jpg,1383,1944,3,0,143,989,276,1144
22,True,False,11,da92e23900d9f07120616cc9c7bebf8c,/images/c8d1b7ec-be9f-4c88-a39b-2c6bf46b2998.jpg,1383,1944,3,0,17,1476,168,1614
23,False,True,57,73e3f94b2239bf79b64439e6437db6f4,/images/5ff7c0c8-d208-4e7d-958d-ca3c2260ff39.png,1200,1600,3,1,620,282,780,443
23,True,False,25,6059a84f36aee9d1fd6098c15ea17244,/images/96afe167-6a2f-4770-aa74-e083fbd5e926.jpg,1383,1944,3,1,244,717,420,885
23,False,True,66,73e3f94b2239bf79b64439e6437db6f4,/images/5ff7c0c8-d208-4e7d-958d-ca3c2260ff39.png,1200,1600,3,0,906,319,1014,430
23,False,True,67,73e3f94b2239bf79b64439e6437db6f4,/images/5ff7c0c8-d208-4e7d-958d-ca3c2260ff39.png,1200,1600,3,0,906,483,995,573
24,False,True,85,d10144c6ae29c080c84e2d1dd7c71740,/images/6d91d1f0-636b-4f5a-a526-7c17fc857190.png,1200,1600,3,1,511,853,661,960
24,True,False,19,a6d299858ae17893d8bf20f767313ac6,/images/7d16d1e8-4abf-46fc-81bc-d71bd08ed6f2.jpg,1383,1944,3,1,1054,1455,1186,1591
24,True,False,20,a6d299858ae17893d8bf20f767313ac6,/images/7d16d1e8-4abf-46fc-81bc-d71bd08ed6f2.jpg,1383,1944,3,1,953,1028,1090,1171
24,True,False,21,a6d299858ae17893d8bf20f767313ac6,/images/7d16d1e8-4abf-46fc-81bc-d71bd08ed6f2.jpg,1383,1944,3,1,867,612,1004,748
24,True,False,22,a6d299858ae17893d8bf20f767313ac6,/images/7d16d1e8-4abf-46fc-81bc-d71bd08ed6f2.jpg,1383,1944,3,1,124,1578,292,1723
24,False,True,71,d10144c6ae29c080c84e2d1dd7c71740,/images/6d91d1f0-636b-4f5a-a526-7c17fc857190.png,1200,1600,3,0,1017,382,1127,454
24,False,True,70,d10144c6ae29c080c84e2d1dd7c71740,/images/6d91d1f0-636b-4f5a-a526-7c17fc857190.png,1200,1600,3,0,1,1417,114,1520
24,False,True,69,d10144c6ae29c080c84e2d1dd7c71740,/images/6d91d1f0-636b-4f5a-a526-7c17fc857190.png,1200,1600,3,0,680,9,776,107
24,False,True,68,d10144c6ae29c080c84e2d1dd7c71740,/images/6d91d1f0-636b-4f5a-a526-7c17fc857190.png,1200,1600,3,0,910,430,1001,510
24,False,True,67,d10144c6ae29c080c84e2d1dd7c71740,/images/6d91d1f0-636b-4f5a-a526-7c17fc857190.png,1200,1600,3,0,642,628,738,724
25,False,True,23,306e573f586663abb14ded1d5de0bdd3,/images/5f17d2fb-22fa-4aa6-9dad-6a1d50c03815.png,1200,1600,3,1,728,392,872,553
25,True,False,36,e8718aa637c7950c54f570b04218de62,/images/91fd0c2e-8e9c-452d-97ab-304b05a049b3.jpg,1383,1944,3,1,831,652,981,774
25,True,False,35,e8718aa637c7950c54f570b04218de62,/images/91fd0c2e-8e9c-452d-97ab-304b05a049b3.jpg,1383,1944,3,1,308,1009,458,1127
25,False,True,12,306e573f586663abb14ded1d5de0bdd3,/images/5f17d2fb-22fa-4aa6-9dad-6a1d50c03815.png,1200,1600,3,0,542,1042,658,1160
25,False,True,10,306e573f586663abb14ded1d5de0bdd3,/images/5f17d2fb-22fa-4aa6-9dad-6a1d50c03815.png,1200,1600,3,0,5,467,125,598
25,False,True,9,306e573f586663abb14ded1d5de0bdd3,/images/5f17d2fb-22fa-4aa6-9dad-6a1d50c03815.png,1200,1600,3,0,610,172,731,284
26,True,False,99,e874c59ec1b6b1902ae16d5312e124d1,/images/511b6e13-acd7-4dd3-b1d0-c4aa10a514c7.jpg,1383,1944,3,1,663,669,836,830
26,False,True,7,bc21f68c786de48fd040fa0cee1ae31c,/images/0ac747cd-ff32-49bf-bc1a-3e9b7702ce9c.png,1200,1600,3,0,727,1020,830,1119
27,False,True,45,e04f91060fbccb90601402f09c9809d7,/images/7094c11a-1e62-4f98-894e-d17d138a88e9.png,1200,1600,3,1,192,1416,317,1521
27,False,True,46,e04f91060fbccb90601402f09c9809d7,/images/7094c11a-1e62-4f98-894e-d17d138a88e9.png,1200,1600,3,1,0,824,131,950
27,False,True,44,e04f91060fbccb90601402f09c9809d7,/images/7094c11a-1e62-4f98-894e-d17d138a88e9.png,1200,1600,3,1,302,141,439,284
27,False,True,48,e04f91060fbccb90601402f09c9809d7,/images/7094c11a-1e62-4f98-894e-d17d138a88e9.png,1200,1600,3,1,633,1224,774,1346
27,False,True,47,e04f91060fbccb90601402f09c9809d7,/images/7094c11a-1e62-4f98-894e-d17d138a88e9.png,1200,1600,3,1,246,828,332,911
27,False,True,7,e04f91060fbccb90601402f09c9809d7,/images/7094c11a-1e62-4f98-894e-d17d138a88e9.png,1200,1600,3,1,443,760,589,891
27,True,False,56,b9a7ed493a830cf19e00f331ca57f667,/images/baab0701-3fd4-4940-8b90-b9c42d95888f.jpg,1383,1944,3,1,380,427,548,607
27,True,False,54,b9a7ed493a830cf19e00f331ca57f667,/images/baab0701-3fd4-4940-8b90-b9c42d95888f.jpg,1383,1944,3,1,434,1209,613,1399
27,True,False,64,b9a7ed493a830cf19e00f331ca57f667,/images/baab0701-3fd4-4940-8b90-b9c42d95888f.jpg,1383,1944,3,1,570,1647,719,1811
27,False,True,37,e04f91060fbccb90601402f09c9809d7,/images/7094c11a-1e62-4f98-894e-d17d138a88e9.png,1200,1600,3,0,473,391,596,524
27,False,True,43,e04f91060fbccb90601402f09c9809d7,/images/7094c11a-1e62-4f98-894e-d17d138a88e9.png,1200,1600,3,0,881,902,1002,1020
27,False,True,39,e04f91060fbccb90601402f09c9809d7,/images/7094c11a-1e62-4f98-894e-d17d138a88e9.png,1200,1600,3,0,816,1256,932,1360
27,False,True,36,e04f91060fbccb90601402f09c9809d7,/images/7094c11a-1e62-4f98-894e-d17d138a88e9.png,1200,1600,3,0,939,429,1040,519
27,False,True,41,e04f91060fbccb90601402f09c9809d7,/images/7094c11a-1e62-4f98-894e-d17d138a88e9.png,1200,1600,3,0,646,1,757,101
27,False,True,40,e04f91060fbccb90601402f09c9809d7,/images/7094c11a-1e62-4f98-894e-d17d138a88e9.png,1200,1600,3,0,692,1258,822,1380
27,False,True,38,e04f91060fbccb90601402f09c9809d7,/images/7094c11a-1e62-4f98-894e-d17d138a88e9.png,1200,1600,3,0,726,856,858,976
27,False,True,49,e04f91060fbccb90601402f09c9809d7,/images/7094c11a-1e62-4f98-894e-d17d138a88e9.png,1200,1600,3,0,203,325,334,430
27,False,True,42,e04f91060fbccb90601402f09c9809d7,/images/7094c11a-1e62-4f98-894e-d17d138a88e9.png,1200,1600,3,0,1032,1280,1153,1389
28,True,False,53,e78e365fce74d66c91b1bc1c0d29c3b5,/images/3e03b313-66eb-471f-a97a-7b2bf20dcff5.jpg,1383,1944,3,1,592,1758,743,1914
28,True,False,55,e78e365fce74d66c91b1bc1c0d29c3b5,/images/3e03b313-66eb-471f-a97a-7b2bf20dcff5.jpg,1383,1944,3,1,821,1652,954,1808
28,True,False,54,e78e365fce74d66c91b1bc1c0d29c3b5,/images/3e03b313-66eb-471f-a97a-7b2bf20dcff5.jpg,1383,1944,3,1,802,0,954,160
28,True,False,61,e78e365fce74d66c91b1bc1c0d29c3b5,/images/3e03b313-66eb-471f-a97a-7b2bf20dcff5.jpg,1383,1944,3,0,114,283,268,425
28,True,False,62,e78e365fce74d66c91b1bc1c0d29c3b5,/images/3e03b313-66eb-471f-a97a-7b2bf20dcff5.jpg,1383,1944,3,0,1077,661,1214,827
28,True,False,60,e78e365fce74d66c91b1bc1c0d29c3b5,/images/3e03b313-66eb-471f-a97a-7b2bf20dcff5.jpg,1383,1944,3,0,454,445,593,610
29,True,False,38,4c71d3c64e8b6015bf66e1c7652c7043,/images/cc453255-b583-425e-bc3e-284ccf120944.jpg,1383,1944,3,1,506,824,613,961
29,False,True,34,19de4d541363cbc8c528b169285fcd7a,/images/8855c685-5a8c-4967-a356-942ed89e3471.png,1200,1600,3,1,511,73,652,218
29,True,False,34,4c71d3c64e8b6015bf66e1c7652c7043,/images/cc453255-b583-425e-bc3e-284ccf120944.jpg,1383,1944,3,0,1266,1595,1382,1735
29,True,False,33,4c71d3c64e8b6015bf66e1c7652c7043,/images/cc453255-b583-425e-bc3e-284ccf120944.jpg,1383,1944,3,0,839,1733,957,1846
30,True,False,63,88e64e3bd5dfab45349f7c006da85a42,/images/25865b39-56fb-409a-8800-3d368dd264ed.jpg,1383,1944,3,1,88,880,256,1029
30,True,False,62,88e64e3bd5dfab45349f7c006da85a42,/images/25865b39-56fb-409a-8800-3d368dd264ed.jpg,1383,1944,3,1,471,813,619,1002
30,True,False,65,88e64e3bd5dfab45349f7c006da85a42,/images/25865b39-56fb-409a-8800-3d368dd264ed.jpg,1383,1944,3,1,243,935,420,1120
30,False,True,23,2227cb89760e221937f44fe8dae86b05,/images/02ea7aa8-c142-4a3d-939f-e77689741341.png,1200,1600,3,1,70,431,218,590
30,False,True,49,2227cb89760e221937f44fe8dae86b05,/images/02ea7aa8-c142-4a3d-939f-e77689741341.png,1200,1600,3,1,556,1053,715,1219
30,True,False,67,88e64e3bd5dfab45349f7c006da85a42,/images/25865b39-56fb-409a-8800-3d368dd264ed.jpg,1383,1944,3,0,369,1145,568,1252
30,True,False,64,88e64e3bd5dfab45349f7c006da85a42,/images/25865b39-56fb-409a-8800-3d368dd264ed.jpg,1383,1944,3,0,1194,320,1324,460
30,True,False,61,88e64e3bd5dfab45349f7c006da85a42,/images/25865b39-56fb-409a-8800-3d368dd264ed.jpg,1383,1944,3,0,1031,439,1137,606
30,True,False,60,88e64e3bd5dfab45349f7c006da85a42,/images/25865b39-56fb-409a-8800-3d368dd264ed.jpg,1383,1944,3,0,1032,48,1192,170
30,True,False,59,88e64e3bd5dfab45349f7c006da85a42,/images/25865b39-56fb-409a-8800-3d368dd264ed.jpg,1383,1944,3,0,1258,191,1373,357
31,True,False,48,9915c1a29a2521a9711f239f8c55e24b,/images/78ae52cf-8dad-4070-a40e-9af02faec1f0.jpg,1383,1944,3,1,101,1238,250,1410
31,True,False,49,9915c1a29a2521a9711f239f8c55e24b,/images/78ae52cf-8dad-4070-a40e-9af02faec1f0.jpg,1383,1944,3,1,760,237,885,380
31,True,False,50,9915c1a29a2521a9711f239f8c55e24b,/images/78ae52cf-8dad-4070-a40e-9af02faec1f0.jpg,1383,1944,3,1,168,755,308,977
31,True,False,51,9915c1a29a2521a9711f239f8c55e24b,/images/78ae52cf-8dad-4070-a40e-9af02faec1f0.jpg,1383,1944,3,1,590,275,719,460
31,True,False,34,9915c1a29a2521a9711f239f8c55e24b,/images/78ae52cf-8dad-4070-a40e-9af02faec1f0.jpg,1383,1944,3,0,802,395,928,532
31,True,False,21,9915c1a29a2521a9711f239f8c55e24b,/images/78ae52cf-8dad-4070-a40e-9af02faec1f0.jpg,1383,1944,3,0,856,152,990,314
31,True,False,22,9915c1a29a2521a9711f239f8c55e24b,/images/78ae52cf-8dad-4070-a40e-9af02faec1f0.jpg,1383,1944,3,0,591,767,718,917
31,True,False,23,9915c1a29a2521a9711f239f8c55e24b,/images/78ae52cf-8dad-4070-a40e-9af02faec1f0.jpg,1383,1944,3,0,941,177,1071,347
32,True,False,30,1a294318e7132951f6a37596bb4cec8b,/images/f08e873b-9617-42b3-9c7a-55d0e39c2663.jpg,1383,1944,3,1,193,1297,291,1506
32,True,False,31,1a294318e7132951f6a37596bb4cec8b,/images/f08e873b-9617-42b3-9c7a-55d0e39c2663.jpg,1383,1944,3,1,667,1187,800,1331
32,True,False,32,1a294318e7132951f6a37596bb4cec8b,/images/f08e873b-9617-42b3-9c7a-55d0e39c2663.jpg,1383,1944,3,1,543,345,691,481
32,True,False,33,1a294318e7132951f6a37596bb4cec8b,/images/f08e873b-9617-42b3-9c7a-55d0e39c2663.jpg,1383,1944,3,1,250,1235,359,1428
32,True,False,19,1a294318e7132951f6a37596bb4cec8b,/images/f08e873b-9617-42b3-9c7a-55d0e39c2663.jpg,1383,1944,3,0,1163,1177,1305,1320
32,True,False,23,1a294318e7132951f6a37596bb4cec8b,/images/f08e873b-9617-42b3-9c7a-55d0e39c2663.jpg,1383,1944,3,0,686,1794,834,1927
32,True,False,20,1a294318e7132951f6a37596bb4cec8b,/images/f08e873b-9617-42b3-9c7a-55d0e39c2663.jpg,1383,1944,3,0,846,152,978,302
32,True,False,21,1a294318e7132951f6a37596bb4cec8b,/images/f08e873b-9617-42b3-9c7a-55d0e39c2663.jpg,1383,1944,3,0,766,872,911,1031
33,False,True,24,e244dab9cbea9b7ca5ff4b01add85455,/images/f3bd0fcc-647d-4ca0-8c43-a16bd6ea3878.png,1200,1600,3,1,274,668,427,801
33,False,True,28,e244dab9cbea9b7ca5ff4b01add85455,/images/f3bd0fcc-647d-4ca0-8c43-a16bd6ea3878.png,1200,1600,3,1,197,116,343,272
33,False,True,32,e244dab9cbea9b7ca5ff4b01add85455,/images/f3bd0fcc-647d-4ca0-8c43-a16bd6ea3878.png,1200,1600,3,1,344,1325,484,1434
33,True,False,50,70b33773ad0baa2426dfb91e0c4fa44e,/images/8111cff9-4c04-448e-990b-9d5010f7be56.jpg,1383,1944,3,1,361,274,528,445
33,True,False,49,70b33773ad0baa2426dfb91e0c4fa44e,/images/8111cff9-4c04-448e-990b-9d5010f7be56.jpg,1383,1944,3,1,216,296,379,470
33,True,False,51,70b33773ad0baa2426dfb91e0c4fa44e,/images/8111cff9-4c04-448e-990b-9d5010f7be56.jpg,1383,1944,3,1,280,1528,435,1695
33,False,True,2,e244dab9cbea9b7ca5ff4b01add85455,/images/f3bd0fcc-647d-4ca0-8c43-a16bd6ea3878.png,1200,1600,3,0,240,1097,353,1211
33,False,True,3,e244dab9cbea9b7ca5ff4b01add85455,/images/f3bd0fcc-647d-4ca0-8c43-a16bd6ea3878.png,1200,1600,3,0,1056,125,1175,239
33,False,True,11,e244dab9cbea9b7ca5ff4b01add85455,/images/f3bd0fcc-647d-4ca0-8c43-a16bd6ea3878.png,1200,1600,3,0,590,258,702,373
33,False,True,5,e244dab9cbea9b7ca5ff4b01add85455,/images/f3bd0fcc-647d-4ca0-8c43-a16bd6ea3878.png,1200,1600,3,0,845,253,956,368
33,False,True,6,e244dab9cbea9b7ca5ff4b01add85455,/images/f3bd0fcc-647d-4ca0-8c43-a16bd6ea3878.png,1200,1600,3,0,1017,241,1131,360
33,False,True,7,e244dab9cbea9b7ca5ff4b01add85455,/images/f3bd0fcc-647d-4ca0-8c43-a16bd6ea3878.png,1200,1600,3,0,540,777,659,905
34,True,False,49,b4458f3978b1b4506351e22bd37e3ee1,/images/e6a7743e-4040-40fa-b097-ca6874c469b7.jpg,1383,1944,3,1,598,1535,707,1774
34,True,False,48,b4458f3978b1b4506351e22bd37e3ee1,/images/e6a7743e-4040-40fa-b097-ca6874c469b7.jpg,1383,1944,3,1,210,917,364,1077
34,True,False,47,b4458f3978b1b4506351e22bd37e3ee1,/images/e6a7743e-4040-40fa-b097-ca6874c469b7.jpg,1383,1944,3,1,788,1390,929,1573
34,True,False,46,b4458f3978b1b4506351e22bd37e3ee1,/images/e6a7743e-4040-40fa-b097-ca6874c469b7.jpg,1383,1944,3,1,295,719,421,889
34,True,False,45,b4458f3978b1b4506351e22bd37e3ee1,/images/e6a7743e-4040-40fa-b097-ca6874c469b7.jpg,1383,1944,3,1,444,526,593,684
34,False,True,32,6bf7ebb5f8a30f6af6596d143c553d2e,/images/e94a811d-3145-4313-ba42-2d5ed283179f.png,1200,1600,3,0,389,534,482,648
34,False,True,20,6bf7ebb5f8a30f6af6596d143c553d2e,/images/e94a811d-3145-4313-ba42-2d5ed283179f.png,1200,1600,3,0,781,1465,879,1565
34,False,True,21,6bf7ebb5f8a30f6af6596d143c553d2e,/images/e94a811d-3145-4313-ba42-2d5ed283179f.png,1200,1600,3,0,160,760,261,863
34,False,True,22,6bf7ebb5f8a30f6af6596d143c553d2e,/images/e94a811d-3145-4313-ba42-2d5ed283179f.png,1200,1600,3,0,465,1296,580,1398
34,False,True,23,6bf7ebb5f8a30f6af6596d143c553d2e,/images/e94a811d-3145-4313-ba42-2d5ed283179f.png,1200,1600,3,0,1044,1445,1156,1551
35,True,False,53,3bed98ec9e595d60a08b00cbb9d66083,/images/e02301ac-68f7-4daf-b2ba-254b917f1cca.jpg,1383,1944,3,1,201,1596,390,1892
35,True,False,54,3bed98ec9e595d60a08b00cbb9d66083,/images/e02301ac-68f7-4daf-b2ba-254b917f1cca.jpg,1383,1944,3,1,1019,439,1152,648
35,True,False,55,3bed98ec9e595d60a08b00cbb9d66083,/images/e02301ac-68f7-4daf-b2ba-254b917f1cca.jpg,1383,1944,3,1,1162,596,1324,740
35,False,True,31,0c89574fc36329cdb787b5bf4bf6803c,/images/5bf91ff9-80df-49c0-9c3e-599357d95530.png,1200,1600,3,1,26,17,171,129
35,False,True,55,0c89574fc36329cdb787b5bf4bf6803c,/images/5bf91ff9-80df-49c0-9c3e-599357d95530.png,1200,1600,3,1,763,1197,932,1317
35,False,True,49,0c89574fc36329cdb787b5bf4bf6803c,/images/5bf91ff9-80df-49c0-9c3e-599357d95530.png,1200,1600,3,1,593,843,753,976
35,True,False,39,3bed98ec9e595d60a08b00cbb9d66083,/images/e02301ac-68f7-4daf-b2ba-254b917f1cca.jpg,1383,1944,3,0,0,1708,127,1846
35,False,True,13,0c89574fc36329cdb787b5bf4bf6803c,/images/5bf91ff9-80df-49c0-9c3e-599357d95530.png,1200,1600,3,0,590,972,713,1083
35,False,True,3,0c89574fc36329cdb787b5bf4bf6803c,/images/5bf91ff9-80df-49c0-9c3e-599357d95530.png,1200,1600,3,0,996,17,1103,141
35,True,False,7,3bed98ec9e595d60a08b00cbb9d66083,/images/e02301ac-68f7-4daf-b2ba-254b917f1cca.jpg,1383,1944,3,0,582,1367,723,1494
35,True,False,6,3bed98ec9e595d60a08b00cbb9d66083,/images/e02301ac-68f7-4daf-b2ba-254b917f1cca.jpg,1383,1944,3,0,638,554,789,687
35,True,False,5,3bed98ec9e595d60a08b00cbb9d66083,/images/e02301ac-68f7-4daf-b2ba-254b917f1cca.jpg,1383,1944,3,0,872,1293,1013,1429
36,True,False,51,4cab0c9f0907171dc288bc7c215856b9,/images/1e647046-333b-4102-a0c6-4c29405c37b3.jpg,1383,1944,3,1,836,666,997,829
36,True,False,52,4cab0c9f0907171dc288bc7c215856b9,/images/1e647046-333b-4102-a0c6-4c29405c37b3.jpg,1383,1944,3,1,1099,630,1264,804
36,False,True,40,a1081ca38f07ab6de81125de188eb853,/images/fe851c88-692d-4199-87e0-d19d9c4eb591.png,1200,1600,3,0,569,667,665,775
36,False,True,2,a1081ca38f07ab6de81125de188eb853,/images/fe851c88-692d-4199-87e0-d19d9c4eb591.png,1200,1600,3,0,714,545,814,639
37,True,False,56,7d7805ad11c46c3c9b11f7c687f5c1c4,/images/ef55f2ac-5a04-4986-99ab-0d2b5052ab3e.jpg,1383,1944,3,1,412,829,542,954
37,True,False,53,7d7805ad11c46c3c9b11f7c687f5c1c4,/images/ef55f2ac-5a04-4986-99ab-0d2b5052ab3e.jpg,1383,1944,3,0,840,1813,997,1942
38,True,False,47,7c3a5f6b8fe43f8a5d6fb346315d3b23,/images/a3548f89-1cb5-4e67-b460-482df95b10ee.jpg,1383,1944,3,1,215,742,357,924
38,True,False,46,7c3a5f6b8fe43f8a5d6fb346315d3b23,/images/a3548f89-1cb5-4e67-b460-482df95b10ee.jpg,1383,1944,3,1,502,178,631,334
38,True,False,45,7c3a5f6b8fe43f8a5d6fb346315d3b23,/images/a3548f89-1cb5-4e67-b460-482df95b10ee.jpg,1383,1944,3,1,580,1137,713,1291
38,True,False,44,7c3a5f6b8fe43f8a5d6fb346315d3b23,/images/a3548f89-1cb5-4e67-b460-482df95b10ee.jpg,1383,1944,3,1,522,695,609,897
38,True,False,18,7c3a5f6b8fe43f8a5d6fb346315d3b23,/images/a3548f89-1cb5-4e67-b460-482df95b10ee.jpg,1383,1944,3,0,593,104,709,275
38,True,False,19,7c3a5f6b8fe43f8a5d6fb346315d3b23,/images/a3548f89-1cb5-4e67-b460-482df95b10ee.jpg,1383,1944,3,0,1199,535,1305,651
38,True,False,20,7c3a5f6b8fe43f8a5d6fb346315d3b23,/images/a3548f89-1cb5-4e67-b460-482df95b10ee.jpg,1383,1944,3,0,176,679,291,813
38,True,False,21,7c3a5f6b8fe43f8a5d6fb346315d3b23,/images/a3548f89-1cb5-4e67-b460-482df95b10ee.jpg,1383,1944,3,0,851,475,985,598
39,False,True,84,93a61f9a93cb2848f5b3f23d7ff3d7ea,/images/a89cace5-c818-4f23-a432-052b3433b81e.png,1200,1600,3,1,883,39,1008,267
39,False,True,83,93a61f9a93cb2848f5b3f23d7ff3d7ea,/images/a89cace5-c818-4f23-a432-052b3433b81e.png,1200,1600,3,1,321,734,526,856
39,False,True,81,93a61f9a93cb2848f5b3f23d7ff3d7ea,/images/a89cace5-c818-4f23-a432-052b3433b81e.png,1200,1600,3,1,492,77,635,195
39,True,False,35,d47b3e64e65f644f9afc4bb0269f093a,/images/c6807595-100a-4aa1-a5f6-882a20ca3d32.jpg,1383,1944,3,1,405,896,507,1018
39,False,True,71,93a61f9a93cb2848f5b3f23d7ff3d7ea,/images/a89cace5-c818-4f23-a432-052b3433b81e.png,1200,1600,3,0,981,518,1076,623
39,False,True,70,93a61f9a93cb2848f5b3f23d7ff3d7ea,/images/a89cace5-c818-4f23-a432-052b3433b81e.png,1200,1600,3,0,292,162,385,248
39,False,True,100,93a61f9a93cb2848f5b3f23d7ff3d7ea,/images/a89cace5-c818-4f23-a432-052b3433b81e.png,1200,1600,3,0,813,1320,913,1440
39,False,True,21,93a61f9a93cb2848f5b3f23d7ff3d7ea,/images/a89cace5-c818-4f23-a432-052b3433b81e.png,1200,1600,3,0,819,384,941,495
40,False,True,50,7b3ba866aba2cd828f5c6a85ffda3dff,/images/e79bd81b-f878-4bee-9be2-d91a722c031e.png,1200,1600,3,1,861,657,1029,818
40,False,True,49,7b3ba866aba2cd828f5c6a85ffda3dff,/images/e79bd81b-f878-4bee-9be2-d91a722c031e.png,1200,1600,3,1,394,485,510,610
